Time Stamp	Velocidad
187248702	0
187268692	0
187288703	0
187308741	0
187328717	0
187348753	0
187368772	0
187388756	0
187408698	0
187428681	0
187448733	0
187468700	0
187488761	0
187508733	0
187528761	0
187548746	0
187568754	0
187588705	0
187608755	0
187628727	0
187648769	0
187668688	0
187688689	0
187708715	0
187728709	0
187748710	0
187768709	0
187788733	0
187808691	0
187828734	0
187848734	0
187868735	0
187888755	0
187908690	0
187928674	0
187948724	0
187968716	0
187988714	0
188008750	0
188028740	0
188048804	0
188068744	0
188088756	0
188108781	0
188128782	0
188148808	0
188168700	0
188188685	0
188208730	0
188228723	0
188248758	0
188268702	0
188288735	0
188308752	0
188328726	0
188348762	0
188368790	0
188388730	0
188408713	0
188428718	0
188448742	0
188468699	0
188488703	0
188508718	0
188528772	0
188548740	0
188568737	0
188588736	0
188608746	0
188628776	0
188648729	0
188668718	0
188688726	0
188708707	0
188728741	0
188748755	0
188768781	0
188788742	0
188808742	0
188828745	0
188848779	0
188868701	0
188888718	0
188908715	0
188928687	0
188948735	0
188968757	0
188988759	0
189008750	0
189028751	0
189048839	0
189068814	0
189088759	0
189108807	0
189128808	0
189148779	0
189168752	0
189188710	0
189208722	0
189228799	0
189248797	0
189268735	0
189288773	0
189308800	0
189328800	0
189348800	0
189368777	0
189388777	0
189408732	0
189428704	0
189448746	0
189468729	0
189488729	0
189508773	0
189528698	0
189548787	0
189568737	0
189588749	0
189608772	0
189628757	0
189648783	0
189668705	0
189688736	0
189708749	0
189728730	0
189748815	0
189768791	0
189788721	0
189808734	0
189828754	0
189848794	0
189868722	0
189888756	0
189908725	0
189928739	0
189948750	0
189968761	0
189988760	0
190008761	0
190028761	0
190048800	0
190068801	0
190088801	0
190108764	0
190128763	0
190148779	0
190168724	0
190188747	0
190208768	0
190228778	0
190248807	0
190268780	0
190288781	0
190308752	0
190328734	0
190348771	0
190368817	0
190388735	0
190408731	0
190428755	0
190448762	0
190468768	0
190488815	0
190508777	0
190528817	0
190548780	0
190568794	0
190588755	0
190608781	0
190628803	0
190648813	0
190668719	0
190688746	0
190708750	0
190728733	0
190748775	0
190768726	0
190788727	0
190808792	0
190828802	0
190848803	0
190868753	0
190888783	0
190908742	0
190928749	0
190948781	0
190968755	0
190988766	0
191008789	0
191028752	0
191048772	0
191068773	0
191088756	0
191108774	0
191128775	0
191148742	0
191168730	0
191188753	0
191208764	0
191229004	0
191248802	0
191268710	0
191288778	0
191308818	0
191328781	0
191348738	0
191368782	0
191388744	0
191408752	0
191428739	0
191448749	0
191468732	0
191488725	0
191508774	0
191528757	0
191548775	0
191568751	0
191588728	0
191608756	0
191628804	0
191648830	0
191668725	0
191688806	0
191708807	0
191728812	0
191748811	0
191768809	0
191788772	0
191808772	0
191828773	0
191848852	0
191868812	0
191888767	0
191908758	0
191928732	0
191948766	0
191968816	0
191988809	0
192008778	0
192028780	0
192048844	0
192068748	0
192088758	0
192108755	0
192128763	0
192148797	0
192168765	0
192188751	0
192208750	0
192228775	0
192248808	0
192268761	0
192288768	0
192308748	0
192328800	0
192348804	0
192368761	0
192388777	0
192408761	0
192428768	0
192448809	0
192468804	0
192488755	0
192508796	0
192528794	0
192548795	0
192568787	0
192588766	0
192608839	0
192628771	0
192648839	0
192668780	0
192688796	0
192708784	0
192728806	0
192748819	0
192768807	0
192788865	0
192808781	0
192828816	0
192848807	0
192868796	0
192888766	0
192908766	0
192928770	0
192948786	0
192968822	0
192988790	0
193008811	0
193028852	0
193048786	0
193068792	0
193088786	0
193108816	0
193128819	0
193148788	0
193168799	0
193188783	0
193208829	0
193228871	0
193248875	0
193268824	0
193288834	0
193308779	0
193328834	0
193348805	0
193368804	0
193388864	0
193408794	0
193428783	0
193448793	0
193468804	0
193488783	0
193508784	0
193528805	0
193548820	0
193568831	0
193588860	0
193608872	0
193628872	0
193648835	0
193668808	0
193688823	0
193708793	0
193728845	0
193748844	0
193768893	0
193788860	0
193808807	0
193828840	0
193848895	0
193868897	0
193888847	0
193908797	0
193928833	0
193948891	0
193968886	0
193988885	0
194008846	0
194028885	0
194048886	0
194068819	0
194088850	0
194108850	0
194128861	0
194148851	0
194168820	0
194188813	0
194208818	0
194228842	0
194248824	0
194268843	0
194288835	0
194308840	0
194328793	0
194348868	0
