Time Stamp	Velocidad 
17284907	2,5
17304867	2,5
17324903	2,5
17344888	2,5
17364890	2,5
17384902	2,5
17404901	2,5
17424940	2,5
17444938	2,5
17464936	2,5
17484888	2,5
17504890	2,5
17524874	2,5
17544886	2,5
17564867	2,5
17584869	2,5
17604903	2,5
17624904	2,5
17644927	2,5
17664875	2,5
17684910	2,5
17704873	2,5
17724892	2,5
17744875	2,5
17764886	2,5
17784867	2,5
17804892	2,5
17824890	2,5
17844890	2,5
17864878	2,5
17884875	2,5
17904892	2,5
17924933	2,5
17944881	2,5
17964857	2,5
17984887	2,5
18004879	2,5
18024875	2,5
18044875	2,5
18064903	2,5
18084889	2,5
18104840	2,5
18124864	2,5
18144893	2,5
18164894	2,5
18184877	2,5
18204870	2,5
18224855	2,5
18244896	2,5
18264866	2,5
18284846	2,5
18304854	2,5
18324869	2,5
18344927	2,5
18364891	2,5
18384859	2,5
18404877	2,5
18424886	2,5
18444907	2,5
18464876	2,5
18484849	2,5
18504894	2,5
18524877	2,5
18544896	2,5
18564889	2,5
18584864	2,5
18604853	2,5
18624859	2,5
18644855	2,5
18664889	2,5
18684895	2,5
18704858	2,5
18724916	2
18744882	2,5
18764861	2,5
18784861	2
18804860	2
18824886	2
18844875	2
18864891	2
18884868	2
18904873	2
18924882	2
18944879	2
18964839	2
18984830	2
19004890	2
19024866	2
19044907	2
19064852	2
19084868	2
19104832	2
19124870	2
19144852	2
19164830	2
19184943	2
19204833	2
19224877	2
19244862	2
19264859	2
19284857	2
19304837	2
19324888	2
19344865	2
19364833	2
19384832	2
19404843	2
19424846	2
19444887	2
19464870	2
19484869	2
19504833	2
19524865	2
19544865	2,5
19564861	2,5
19584862	2
19604866	2,5
19624848	2,5
19644836	2,5
19664839	2,5
19684936	2,5
19704848	2,5
19724848	2,5
19744860	2,5
19764810	2,5
19784909	2,5
19804846	2,5
19824841	2,5
19844881	2,5
19864851	2,5
19884842	2,5
19904843	2,5
19924849	2,5
19944882	2,5
19964899	2,5
19984841	2,5
20004847	2,5
20024856	2,5
20044871	2,5
20064874	2,5
20084817	2,5
20104818	2,5
20124851	2,5
20144878	2,5
20164823	2,5
20184859	2,5
20204884	2,5
20224865	2,5
20244870	2,5
20264840	2,5
20284829	2,5
20304821	2,5
20324873	2,5
20344882	2,5
20364831	2,5
20384836	2,5
20404825	2,5
20424872	2,5
20444843	2,5
20464849	2,5
20484827	2,5
20504863	2,5
20524850	2,5
20544879	2,5
20564823	2,5
20584844	2,5
20604825	2,5
20624848	2,5
20644847	2,5
20664848	2,5
20684832	2,5
20704831	2,5
20724849	2,5
20744849	2,5
20764833	2,5
20784827	2,5
20804826	2,5
20824832	2,5
20844855	2,5
20864823	2,5
20884818	2,5
20905094	2,5
20924846	2,5
20944838	2,5
20964850	2,5
20984833	2,5
21004817	2,5
21024839	2,5
21044881	2,5
21064834	2,5
21084851	2,5
21104830	2,5
21124854	2,5
21144830	2,5
21164869	2,5
21184824	2,5
21204846	2,5
21224853	2,5
21244842	2
21264850	2
21284841	2
21304835	2
21324844	2
21344867	2
21364848	2
21384850	1,5
21404831	1,5
21424847	1,5
21444863	1,5
21464831	1,5
21484806	1
21504807	1
21524855	0,5
21544848	0,5
21564828	0,5
21584905	0,5
21604813	0
21624835	0
21644857	0
21664828	0
21684835	0
21704837	0
21724873	0
21744836	0
21764811	0
21784814	0
21804832	0
21824820	0
21844876	0
21864825	0
21884827	0
21904841	0
21924827	0
21944835	0
21964856	0
21984833	0
22004828	0
22024819	0
22044815	0
22064819	0
22084833	0
22104814	0
22124833	0
22144821	0
22164825	0
22184832	0
22204823	0
22224834	0
22244859	0
22264825	0
22284828	0
22304816	0
22324815	0
22344872	0
22364836	0
22384831	0
22404801	0
22424885	0
22444860	0
22464853	0
22484797	0
22504820	0
22524846	0
22544864	0
22564815	0
22584834	0
22604811	0
22624819	0
22644823	0
